Year,PPP,Exchange,GDP,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20
1981,1.892582,1.964241666,1.09E+11,0.025,0.025,0.025,0.025,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000002,0.025,0.025
1982,1.913434,2.030274999,1.12E+11,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001
1983,1.884895,2.099141666,1.11E+11,0.023138188,0.023138188,0.478623778,0.02313819,0.023138188,0.023138188,0.023138188,0.023138188,0.023138195,0.023138188,0.023138188,0.023138188,0.023138188,0.023138188,0.023138188,0.104888894,0.02313819,0.023138188,0.02313819,0.023138188
1984,1.887659,2.349683333,1.06E+11,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
1985,1.871343,2.457125,1.08E+11,0.020718984,0.020718984,0.30268985,0.020718986,0.020718984,0.020718984,0.020718984,0.020718984,0.020718986,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.324368387,0.020718984,0.020718984,0.020718984,0.020718984
1986,1.890066,1.798916667,1.54E+11,0.025,0.025,0.524999976,0.025000002,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
1987,1.88492,1.491191667,1.93E+11,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001
1988,1.871498,1.4633,2.09E+11,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
1989,1.86318,1.635925,2.02E+11,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.30268988,0.020718984,0.020718984,0.020718986,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.324368387,0.020718984,0.020718984,0.020718984,0.020718984
1990,1.936289,1.389158333,2.58E+11,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001
1991,1.97426,1.433991667,2.61E+11,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001
1992,1.971282,1.406218333,2.72E+11,0.025,0.025,0.025,0.025,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
1993,1.970372,1.477616667,2.64E+11,0.018301269,0.018301269,0.018301269,0.018301269,0.018301269,0.018301269,0.229626134,0.018301269,0.018301271,0.229626134,0.018301269,0.018301269,0.018301269,0.018301269,0.018301269,0.229626134,0.018301269,0.018301271,0.018301269,0.018301269
1994,1.952026,1.3676925,2.93E+11,0.025,0.025,0.025,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025,0.025,0.025,0.025000002,0.025,0.025,0.025,0.025,0.025,0.025,0.025
1995,1.926041,1.182469167,3.43E+11,0.02135255,0.02135255,0.02135255,0.02135255,0.02135255,0.02135255,0.021352552,0.02135255,0.02135255,0.021352552,0.02135255,0.02135255,0.02135255,0.02135255,0.02135255,0.02135255,0.02135255,0.594301581,0.02135255,0.02135255
1996,1.891189,1.23601,3.30E+11,0.018446283,0.018446285,0.018446285,0.018446285,0.018446283,0.118497245,0.018446285,0.018446285,0.018446283,0.018446283,0.018446285,0.018446283,0.018446285,0.018446283,0.018446283,0.018446283,0.018446283,0.54946959,0.018446283,0.018446283
1997,1.844334,1.4513125,2.87E+11,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.30268988,0.020718984,0.020718984,0.020718984,0.324368387,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984
1998,1.827663,1.449813308,2.95E+11,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001
1999,1.802836,1.502155,2.90E+11,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025
2000,1.788109,1.6888425,2.72E+11,0.019065252,0.019065252,0.019065253,0.019065252,0.019065252,0.019065252,0.019065252,0.019065252,0.019065252,0.019065252,0.019065252,0.019065252,0.019065252,0.019065252,0.019065252,0.019065252,0.019065252,0.637760282,0.019065252,0.019065252
2001,1.768379,1.687615,2.79E+11,0.025,0.025,0.025,0.025,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
2002,1.70976,1.5586075,3.01E+11,0.02003671,0.02003671,0.02003671,0.02003671,0.02003671,0.132945329,0.384804577,0.02003671,0.020036712,0.02003671,0.02003671,0.02003671,0.02003671,0.02003671,0.02003671,0.141625986,0.02003671,0.02003671,0.02003671,0.02003671
2003,1.717018,1.346650833,3.53E+11,0.019177673,0.019177683,0.019177673,0.019177673,0.019177673,0.083290271,0.358284444,0.019177673,0.019177677,0.019177698,0.019177685,0.019177673,0.019177685,0.019177675,0.019177675,0.157261133,0.019177675,0.094321258,0.019177673,0.019177673
2004,1.693209,1.243495833,3.94E+11,0.020718984,0.020718984,0.30268985,0.020718986,0.020718984,0.020718984,0.324368387,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984
2005,1.686548,1.245176667,4.09E+11,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025
2006,1.600989,1.253843333,4.31E+11,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001
2007,1.533994,1.200365833,4.80E+11,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
2008,1.493049,1.08309,5.54E+11,0.025,0.025,0.025,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
2009,1.46898,1.088141696,5.42E+11,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.30268988,0.020718984,0.020718984,0.020718984,0.324368417,0.020718984,0.020718984,0.020718986,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984
2010,1.464944,1.042905646,5.84E+11,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.30268985,0.020718984,0.020718984,0.020718984,0.324368417,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984,0.020718984
2011,1.397498,0.888042028,7.00E+11,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000002,0.025,0.025,0.025,0.025,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025
2012,1.354072,0.937684481,6.68E+11,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025,0.025,0.025,0.025000002,0.025,0.025,0.025,0.025
2013,1.312477,0.926903548,6.89E+11,0.025,0.025,0.025,0.025,0.025,0.525000036,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
2014,1.281761,0.916151047,7.09E+11,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001
2015,1.235788,0.962381328,6.80E+11,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
2016,1.201964,0.985394394,6.71E+11,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001
2017,1.187726,0.984691667,6.80E+11,0.025,0.025,0.524999976,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
2018,1.17868,0.977883333,7.05E+11,0.018308511,0.018308513,0.224305928,0.018308513,0.018308511,0.224305928,0.018308511,0.018308511,0.018308511,0.240143478,0.018308513,0.018308511,0.018308513,0.018308511,0.018308511,0.018308511,0.018308511,0.018308511,0.018308511,0.018308511
